12/8/2015,2063.590088
12/7/2015,2077.070068
12/4/2015,2091.689941
12/3/2015,2049.620117
12/2/2015,2079.51001
12/1/2015,2102.629883
11/30/2015,2080.409912
11/27/2015,2090.110107
11/25/2015,2088.870117
11/24/2015,2089.139893
11/23/2015,2086.590088
11/20/2015,2089.169922
11/19/2015,2081.23999
11/18/2015,2083.580078
11/17/2015,2050.439941
11/16/2015,2053.189941
11/13/2015,2023.040039
11/12/2015,2045.969971
11/11/2015,2075
11/10/2015,2081.719971
11/9/2015,2078.580078
11/6/2015,2099.199951
11/5/2015,2099.929932
11/4/2015,2102.310059
11/3/2015,2109.790039
11/2/2015,2104.050049
10/30/2015,2079.360107
10/29/2015,2089.409912
10/28/2015,2090.350098
10/27/2015,2065.889893
10/26/2015,2071.179932
10/23/2015,2075.149902
10/22/2015,2052.51001
10/21/2015,2018.939941
10/20/2015,2030.77002
10/19/2015,2033.660034
10/16/2015,2033.109985
